config,iteration,best_fitness,worst_fitness,avg_fitness
1,1,0.664479,1.004237,0.821742
1,2,0.664479,1.004237,0.801611
1,3,0.664479,0.946184,0.753805
1,4,0.664479,0.873277,0.737480
1,5,0.664479,0.818002,0.717050
1,6,0.664479,0.797920,0.702560
1,7,0.661250,0.771776,0.694725
1,8,0.661250,0.771776,0.683432
1,9,0.661250,0.688663,0.672719
1,10,0.661250,0.676945,0.665499
1,11,0.661250,0.667664,0.663078
1,12,0.661250,0.664479,0.662326
1,13,0.661250,0.664479,0.661465
1,14,0.661250,0.661250,0.661250
1,15,0.661250,0.661250,0.661250
1,16,0.661250,0.661250,0.661250
1,17,0.661250,0.661250,0.661250
1,18,0.661250,0.661250,0.661250
1,19,0.661250,0.661250,0.661250
1,20,0.661250,0.661250,0.661250
1,21,0.661250,0.661250,0.661250
1,22,0.661250,0.661250,0.661250
1,23,0.661250,0.661250,0.661250
1,24,0.661250,0.661250,0.661250
1,25,0.661250,0.661250,0.661250
1,26,0.661250,0.661250,0.661250
1,27,0.661250,0.661250,0.661250
1,28,0.661250,0.661250,0.661250
1,29,0.661250,0.661250,0.661250
1,30,0.661250,0.661250,0.661250
1,31,0.661250,0.661250,0.661250
1,32,0.661250,0.661250,0.661250
1,33,0.661250,0.661250,0.661250
1,34,0.661250,0.661250,0.661250
1,35,0.661250,0.661250,0.661250
1,36,0.661250,0.661250,0.661250
1,37,0.661250,0.661250,0.661250
1,38,0.661250,0.661250,0.661250
1,39,0.661250,0.661250,0.661250
1,40,0.661250,0.661250,0.661250
1,41,0.661250,0.661250,0.661250
1,42,0.661250,0.661250,0.661250
1,43,0.661250,0.661250,0.661250
1,44,0.661250,0.661250,0.661250
1,45,0.661250,0.661250,0.661250
1,46,0.661250,0.661250,0.661250
1,47,0.661250,0.661250,0.661250
1,48,0.661250,0.661250,0.661250
1,49,0.661250,0.661250,0.661250
1,50,0.661250,0.661250,0.661250
1,51,0.661250,0.661250,0.661250
1,52,0.661250,0.661250,0.661250
1,53,0.661250,0.661250,0.661250
1,54,0.661250,0.661250,0.661250
1,55,0.661250,0.661250,0.661250
1,56,0.661250,0.661250,0.661250
1,57,0.661250,0.661250,0.661250
1,58,0.661250,0.661250,0.661250
1,59,0.661250,0.661250,0.661250
1,60,0.661250,0.661250,0.661250
1,61,0.661250,0.661250,0.661250
1,62,0.661250,0.661250,0.661250
1,63,0.661250,0.661250,0.661250
1,64,0.661250,0.661250,0.661250
1,65,0.661250,0.661250,0.661250
1,66,0.661250,0.661250,0.661250
1,67,0.661250,0.661250,0.661250
1,68,0.661250,0.661250,0.661250
1,69,0.661250,0.661250,0.661250
1,70,0.661250,0.661250,0.661250
1,71,0.661250,0.661250,0.661250
1,72,0.661250,0.661250,0.661250
1,73,0.661250,0.661250,0.661250
1,74,0.661250,0.661250,0.661250
1,75,0.661250,0.661250,0.661250
1,76,0.661250,0.661250,0.661250
1,77,0.661250,0.661250,0.661250
1,78,0.661250,0.661250,0.661250
1,79,0.661250,0.661250,0.661250
1,80,0.661250,0.661250,0.661250
1,81,0.661250,0.661250,0.661250
1,82,0.661250,0.661250,0.661250
1,83,0.661250,0.661250,0.661250
1,84,0.661250,0.661250,0.661250
1,85,0.661250,0.661250,0.661250
1,86,0.661250,0.661250,0.661250
1,87,0.661250,0.661250,0.661250
1,88,0.661250,0.661250,0.661250
1,89,0.661250,0.661250,0.661250
1,90,0.661250,0.661250,0.661250
1,91,0.661250,0.661250,0.661250
1,92,0.661250,0.661250,0.661250
1,93,0.661250,0.661250,0.661250
1,94,0.661250,0.661250,0.661250
1,95,0.661250,0.661250,0.661250
1,96,0.661250,0.661250,0.661250
1,97,0.661250,0.661250,0.661250
1,98,0.661250,0.661250,0.661250
1,99,0.661250,0.661250,0.661250
1,100,0.661250,0.661250,0.661250
2,1,0.669397,15.101994,4.780519
2,2,0.669397,8.122663,4.081699
2,3,0.669397,8.122663,3.086872
2,4,0.669397,7.914457,2.535504
2,5,0.669397,5.829989,2.414324
2,6,0.669397,5.829989,2.396800
2,7,0.669397,5.829989,2.395857
2,8,0.669397,5.829989,2.111950
2,9,0.669397,5.527593,1.820248
2,10,0.669397,5.527593,1.796683
2,11,0.669397,5.517272,1.604153
2,12,0.669397,5.517272,1.328631
2,13,0.669397,2.204996,1.093792
2,14,0.669397,2.204996,1.060613
2,15,0.669397,1.468181,1.013217
2,16,0.669397,1.310591,0.992820
2,17,0.669397,1.285445,0.971951
2,18,0.669397,1.280760,0.942274
2,19,0.669397,1.242032,0.922212
2,20,0.669397,1.242032,0.922212
2,21,0.602106,1.162664,0.880875
2,22,0.602106,1.162664,0.866097
2,23,0.602106,1.162664,0.854995
2,24,0.591769,1.162664,0.842340
2,25,0.591769,1.162664,0.823249
2,26,0.591769,1.159014,0.797475
2,27,0.591769,1.159014,0.773470
2,28,0.591769,1.159014,0.735932
2,29,0.591769,1.132585,0.697548
2,30,0.591769,1.132585,0.658211
2,31,0.585065,0.873457,0.643371
2,32,0.585065,0.873457,0.643371
