tree_x,tree_y,tree_angle
0,0,311.744
-0.35,0.606218,286.941
-0.441474,0.234736,160.638
-0.677228,0.866812,148.942
-0.307831,-0.394005,263.395
-1.07596,-0.228703,212.211
-1.29443,-0.940456,28.0678
-1.39659,-0.0976591,22.5013
0.0348995,-0.999391,311.665
-1.23613,0.65726,26.1453
0.503274,0.746134,310.959
-0.125434,1.19343,291.011
0.730836,-0.325389,3.75964
-0.923492,1.18202,54.1966
1.01766,-0.635903,164.959
1.09625,0.488084,348.851
-0.923492,-1.18202,286.199
0.243107,-1.37873,240.46
1.34577,-0.385892,5.61475
1.11839,-1.65808,296.566
-1.43868,-1.38932,226.808
-0.156793,-1.49178,113.272
1.73574,-0.7728,127.269
1.52649,0.953855,309.412
1.47209,1.63492,87.3114
1.92252,0.551275,158.408
1.98054,-0.278346,204.996
2.14492,-1.79981,9.39375
-0.209057,1.98904,160.503
0.329932,1.87113,271.14
1.73974,1.93218,286.211
-0.711753,1.76165,65.2162
0.069799,-1.99878,250.812
2.71375,1.69574,93.539
2.69153,0.771785,66.3307
2.78766,-0.799348,135.354
2.5747,0.36185,122.189
2.79856,-1.74873,181.595
1.05209,-2.15711,267.144
2.5747,-0.36185,318.742
-1.47759,-1.89123,158.285
-0.508036,-2.03762,182.244
2.20813,-2.45238,85.0726
-0.936516,-2.31796,107.75
-1.60072,2.04883,138.153
0.0872487,-2.49848,131.172
-1.7659,0.938943,140.19
0.957953,-2.94828,303.465
-1.97335,-0.718242,169.236
2.74344,-3.04689,330.93
